Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,83.3498391135,87.0515505943,90.9527709616,100.1667318233,112.2666982972,117.9665946601,96.8102159868,104.1960623623,106.9370948781,114.7746608155,121.512078229,126.2875129922,124.1404681294,138.8795731437,164.2562374663,171.9048354368,164.110078402,185.4189862033,206.0235403964,225.3190984354,265.3521857288,274.6338410904,277.5066428044,287.0392060265,279.0089784266,296.4667075383,306.892652775,333.1228628177,349.9159934418,345.2813586063,363.6563370967,316.1844275615,328.6336394628,318.5618714196,354.0827813769,385.3539006781,413.2559802963,425.146280215,422.8353817054,444.7206107842,453.9946411431,457.6179243883,472.7812399591,542.707281591,618.8082141836,697.5542343069,785.0117450833,979.1317445488,981.3447021768,1063.1585414502,1285.5243992387,1370.9549397611,1370.2065238777,1391.2982158463,1501.0740895377,1528.5824397046,
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,118.617079406,122.291239435,127.3572989853,133.5709236229,142.0694952125,150.6702110442,157.9762690158,156.8711036543,162.4054389959,179.3307060968,210.1477431112,205.5488968447,226.2919649747,282.3625249087,361.5281781165,388.1002878698,415.8108910479,439.7211908985,472.5350532196,560.3329002403,700.0791700209,689.7061274293,621.5494666802,567.2921576445,531.6103050876,482.1161832512,518.8198792015,598.2954681309,608.8245347173,619.2130889182,603.3478449932,610.3973970064,586.5026867671,549.4693528091,524.537140309,577.7142980159,581.787823944,585.8593925109,538.0754247772,527.9289032958,550.6391846311,499.0680633132,521.0194427444,648.121274337,784.8638449553,898.4438454002,1020.569792141,1154.21236838,1281.4913783912,1191.43546145,1551.1743299123,1700.6651521419,1729.3925540752,1770.2161792922,1800.633037911,1571.3316202358,
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,631.3320455353,675.9814609336,703.7607162495,759.8715624209,788.1319367217,807.2751101733,786.7575542505,822.947011808,814.7371455319,830.8400313058,868.7668869636,937.6800123431,1118.3496812139,1331.9703397023,2048.0396389269,2414.9272551414,2437.8770497814,3018.6539181244,3379.473391062,4304.5461528831,5745.6805676763,6341.6688181644,7264.2724437544,6818.2434215058,6712.0154997656,6299.1696582572,4049.1807135777,4014.0606595274,3732.216691238,3562.1042937723,4147.6253453627,4230.5863451449,4297.6315073701,3681.5495730079,3956.7644179668,4246.3824038547,4577.0008910499,4551.3254637293,4786.9177867988,5383.5268878625,6430.967549141,6935.7050976955,7049.6100614584,8804.5186659639,10290.5191436384,12323.1365595732,14095.9958152811,16530.1804420146,21188.118565877,14508.8137365799,15840.4426914159,18287.3907851354,18322.323800986,20217.0322820943,21317.449265568,20444.0785895112,
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,214.0491617813,220.0096125883,224.6496138495,246.2263148225,256.3805735646,280.7173971598,323.5604409172,422.6355992183,506.7609841765,645.4371605804,771.5083413835,785.0702252466,867.6037224768,986.5998750501,1156.5730074508,1369.5261118595,1285.7781387171,1208.6972201993,1209.3238772227,1172.1000309001,1158.3701884747,1203.5549181986,1261.8156806998,1284.9048601306,1269.2864414322,1507.2314556336,1571.8283533331,1825.3791323565,1704.2237577848,1779.3076731824,2012.9362656259,2154.9869391604,2251.3928995886,2336.0839431519,2426.3883627262,2247.9129946709,2286.5004602293,2373.8364775758,2790.0043682329,3139.5372016316,3217.9686462827,3394.4289798689,3805.1529373017,4342.8231773031,4162.5096689683,4176.5915901302,4291.8760431568,4179.4643436747,4248.8912755862,4328.9041973488,3872.5120836417,
Turkey,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,507.9274706136,284.1807901666,308.620783519,349.8847555824,368.989179561,385.3025838359,445.239415743,482.8177887167,527.167358978,573.0681350635,491.3994388691,456.5430211442,560.1342288849,688.4265614771,930.1646580008,1139.0323256137,1278.7841526314,1430.436661756,1552.8534177814,2083.1785175644,1566.7475648598,1580.8861162465,1403.2439839862,1310.2797845171,1246.2019908026,1367.1731314393,1508.9141142448,1703.6303309729,1742.929589245,2019.03666821,2790.5804865914,2732.2742234976,2839.2028449876,3177.1790770863,2268.5812345217,2896.0906035173,3052.4981188453,3143.2645993267,4389.7245739268,4009.1338958127,4215.1624131722,3053.8651078691,3570.546263413,4586.8112031587,5855.5386598391,7117.2332413219,7727.2724045373,9309.5094778218,10382.3181608988,8623.9496271867,10111.5177049589,10538.4351203671,10539.3703371146,10800.3579763053,10303.8988002501,9130.0260647962,
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.0917634531,1034.1749243901,1070.262949971,1052.8011495057,1184.9387145217,1194.9365465225,1331.5198796264,1366.0027936087,1366.7672800826,1460.0703617403,1458.9494204424,1393.3327913255,1621.3335826602,1901.03347628,2232.6025174837,2252.8928856322,2353.3560877295,2768.3709573206,3094.628091723,2763.1603053785,3238.3757627391,3993.5002543023,4044.1937802249,3880.1908786112,3826.9033114025,,
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.3268792884,184.3194154617,172.0542157802,193.7955590255,173.992083732,155.7450589109,159.8575007863,180.8117083433,217.4827593557,250.7355217393,297.5122397683,301.2004871348,308.4062815928,306.2399924491,310.2072765085,325.5507737197,348.0523712928,446.1578939985,475.9087651134,533.1723966894,657.7287433576,665.3440028681,708.5219323254,740.3839008298,827.5288807691,909.3301412394,954.6189879546,864.8575023467,
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,62.3353642135,63.0356387661,62.0371018841,68.9577787902,76.0694447109,110.3644673834,111.589262568,112.7237115596,116.9159193964,127.5330805182,133.3423300394,145.796140592,149.2713646995,165.9283506981,199.2613759723,217.9311057954,219.6903132308,255.9965906505,204.7953041577,175.6513167495,99.1898629827,103.4500870929,163.4986964029,163.201256385,255.2843900064,240.5627634131,259.2382412884,400.1410912563,401.0981449011,314.0340383205,247.6017114039,184.8133287163,153.862300071,167.9265898024,201.6258306423,281.9687577715,287.2701337634,289.1826001854,294.7965827231,260.5085666806,260.6844737034,238.0510658865,243.6746248567,241.6948011189,292.8430150351,321.4357613738,342.8372639836,409.8703260132,459.1097759001,557.5235956052,608.8130238567,591.4386238164,656.3980727493,674.3416418199,714.5673564712,675.5734662207,
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.4432776058,1449.9624988386,1597.5346435232,1569.7394334098,1489.6896345266,1417.8688049345,1258.1363325174,1011.9864298009,935.9852577,872.7091664133,991.2301315262,835.260327409,635.7727284919,635.7128466637,780.7380243251,879.4750486228,1048.5224879076,1367.3524333363,1828.717625766,2303.0188309318,3068.608997997,3891.0378231821,2545.4803410735,2973.9964807156,3569.7570274048,3855.4212801318,3986.2829661156,3065.1642226527,2114.9547162844,
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,184.0329357949,167.0764495468,173.1599097229,176.9062271957,195.3521491919,213.1549486747,228.4541591309,226.2586697001,232.5111535746,253.9449394657,271.3314403081,289.9895153723,324.1610961369,411.957884287,517.3305979745,560.0622750233,598.2560552728,657.6802881934,693.2024349998,828.1042675384,932.1603523653,998.234946905,968.5222263464,938.9641531821,948.2320760412,984.9600446725,1011.996958923,993.8928511609,1074.7245290681,1149.513833416,1296.2181810884,1414.8973396871,1358.5012510244,1457.3005586192,1568.6620300183,1728.3639008941,1859.3135137864,1959.5479634817,1911.2945548085,1791.1886652002,1953.9090683306,1959.5072590397,1948.5901866543,2175.4036370388,2591.5978611986,3097.694685489,3659.2901852098,4521.0120693921,5493.1996974317,5241.6980530426,6307.4431099933,7494.6321275586,7937.979457769,8366.8278833049,8494.6540189726,7833.9373540591,
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,489.3501359749,601.7009092071,656.7122399739,584.2909845889,741.2438522093,701.7052389901,664.4391090174,580.9698362964,574.3448126583,717.1391519672,760.5870648376,996.093014725,775.9939354942,1404.7404940903,1448.3391453862,1250.2008083174,1290.6013865819,1440.1515458291,1707.3395351591,2479.6730679738,3485.5296158772,3764.2930245126,3106.9495970971,1715.940197635,1620.7189893955,1571.1035810149,1939.9705408618,2415.6019256634,2676.2019861599,2731.9496456171,2989.9930949008,3577.8414491974,4082.0285068699,4720.3807863694,5458.0915667218,5984.1296228117,6316.2859310536,7327.9487677041,7711.0859394913,7247.3981619839,6871.9038847048,6281.3732709472,4088.7725411991,3622.0522842798,4117.3088533301,5220.9573960174,5877.8796076223,7009.6781595294,9062.2905351291,9415.1535831903,11938.2750549849,14166.5576669096,15092.4720586676,16881.38400062,16737.973101175,15573.9009189374,
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,3007.1234453786,3066.5628691662,3243.8430775499,3374.5151710508,3573.9411847474,3827.5271097204,4146.3166463167,4336.4265872217,4695.9233904318,5032.14474262,5246.883717301,5623.4439784071,6109.9258680489,6741.332364364,7242.4411046789,7820.0654711469,8611.4018391543,9471.3061719314,10587.2857560033,11695.5544200307,12597.6675101771,13993.166743657,14438.9762759859,15561.4263961128,17134.2860171738,18269.4221684235,19115.05290818,20100.8588916542,21483.2330602579,22922.4370895271,23954.4793548671,24405.1648147489,25492.9516517617,26464.852511744,27776.635528226,28782.1750200918,30068.2309182833,31572.6902298492,32949.1977640346,34620.9288990826,36449.8551155349,37273.6181034176,38166.0378407812,39677.1983481058,41921.8097617892,44307.9205848603,46437.0671173065,48061.5376613353,48401.4273403899,47001.5553496818,48374.0867933094,49781.8006563523,51433.0470904727,52660.2951049798,54398.4600093994,55836.7926308733,
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.4192096867,652.8074752874,603.3520152964,596.9835856126,576.4471104534,585.9323641611,600.5981578286,623.0026523676,623.216132836,702.4807440889,558.2211439778,456.7034891685,383.3494997487,396.1299689813,465.119886944,546.7768501856,642.9604146441,830.4076942043,1023.119641107,1181.8473596007,1377.0821404694,1544.8277727352,1719.0361962416,1877.9645118434,2052.5867813593,2132.0724418173,
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,161.420094697,170.4319830185,174.566299228,162.8702327452,173.4719102972,175.7350691064,185.355279018,180.485643317,173.2212379394,185.9961125137,203.9643145362,219.2874902792,298.3343775732,322.5691137672,348.1391506385,347.6181736497,339.3296700362,505.4137500286,616.8742695543,713.8978111515,819.2578739493,1006.9892259923,1113.0817711603,1187.117844096,1301.5461203309,1394.0073043022,1529.0042855406,1658.1104004907,1884.173919431,2005.4444411937,2235.7686799641,2363.6700302347,2573.6253470904,2648.6194326838,2676.7886642943,2922.7028863828,3067.133956066,3220.0627771965,3461.9112872312,3621.8276786784,3672.6693049853,3982.2608818525,4270.7669389223,4446.5944616378,4808.038752716,5064.2182150334,5608.2041383213,5973.7922775456,6370.4378862442,6177.4974278658,6231.7132255385,6183.6768221199,6337.7699593973,6591.5664491405,6672.8105374028,6864.238392894,
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1056.5562581163,1054.5615538858,1123.1780641972,1167.9048651111,961.7280979121,977.4293904452,992.2784052814,994.7495276691,1054.1182278751,1061.5975408039,1121.2794620307,1212.2463352495,1295.9714088948,1538.8128104696,2238.4980737936,2351.110874341,2640.0713884019,2996.721849256,3201.6981654769,3733.6942014099,4375.3575350987,4789.987775468,4738.3013337445,4729.1858527559,3280.1642065177,3309.0899594691,3278.7939855892,2459.2927904319,3089.4179851104,2173.5988372011,2367.7175239879,2544.4488759055,2811.1464217464,2732.6736124203,2601.8504070852,3375.0891247017,3013.7290808521,3714.6172163277,3875.9048430984,4078.2870018219,4785.1530594156,4928.1730400455,3657.193747686,3233.9561063252,4273.3653715706,5435.8722599485,6740.2367785867,8325.2165825528,11224.6467026883,11534.8406001136,13581.3533771018,10754.5928790654,12771.5950361107,12265.03113567,,,
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,756.25,753.6656891496,1016.5289256198,1069.7674418605,1302.6634382567,1511.3636363636,1778.0126849894,2271.6535433071,3183.1501831502,3605.8020477816,3476.1904761905,3619.7183098592,4040.7894736842,4185.7142857143,4393.3333333333,4253.1914893617,4583.3333333333,4965.5913978495,5342.7083333333,6319.792,7503.0927835052,8385.7142857143,8162.7450980392,8816.3458461539,9124.0740740741,9256.0747663551,9723.9436619718,10828.302490566,11527.2733397129,13047.5731262136,15050.5471369622,15945.4998234851,16752.2771329379,18728.243429633,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,239.4286952096,437.1295434355,593.6535735904,401.8749109961,97.1578850639,98.0318690016,142.9658898828,144.1486586041,189.2605161078,229.9548051031,288.0202778679,337.050062832,361.2544883008,360.6007980225,374.4764200648,433.3337076797,448.8822797783,477.1058762631,530.861849365,606.904378262,699.4997789764,796.6715737745,919.2092655681,1164.6125246171,1232.3696711883,1333.5835263548,1542.6704361015,1754.5479738641,1907.5643816797,2052.3190838009,2111.1380236682,
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,1059.3345981466,980.8808969946,832.7548908003,808.2205307434,886.322329285,1066.5630116049,951.3220907584,892.1482317846,961.104145456,1065.8423168618,1011.4116041545,1080.2302779369,1252.6279234731,1263.4633991756,1176.8704519041,1335.2516673912,1390.3214226937,1427.0941733445,1462.1964172264,1472.9901769446,1477.8336729602,1469.8888621449,1362.6161284415,1353.9278386398,1580.5106680247,1787.9382648014,1886.388309665,2047.0882852007,2393.3346212201,2698.0212401243,2643.4757853431,2965.7522301167,3275.0239820367,3158.4209735273,3167.0553033047,3147.9648598684,,
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.5815421388,1326.5628573715,1317.4667513139,1389.1649713765,1465.0460568587,1499.4921765702,1476.1718500024,1335.5531952936,1156.2174734577,1257.6985700969,1337.5657243067,1455.1878751812,1441.4617004674,1575.5634002729,1855.4570204588,1963.2015186572,2338.719876823,2663.5370249661,2787.1697380292,2992.2009945543,2960.7780040525,2866.8001012179,
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,449.6269594428,461.7632140061,487.2296098253,512.9035637699,552.1567265179,589.2567934972,625.8775218436,653.0242099935,690.2956659539,744.2697197568,800.7214483993,866.2427027456,978.8583736342,1169.541565607,1322.7505651981,1446.2295767565,1546.5808045954,1718.7029135675,1988.7050304784,2271.2245883351,2514.0306154689,2535.6252013832,2468.6392542534,2481.7928947956,2532.312572115,2617.6169518465,3043.7355993909,3402.4004549935,3743.8109337879,3862.9481360898,4270.8431487487,4450.4562587436,4652.9637309125,4659.9394696312,4928.9533944602,5373.2532031218,5411.5002841038,5320.6996596135,5227.478782341,5349.3690447744,5448.7115041811,5348.0305842315,5485.1791767605,6083.7955235042,6766.6389727563,7233.8799598172,7740.3324688295,8619.5738491212,9334.8594858115,8740.4864549839,9476.4578430974,10392.3314925321,10490.7024459876,10641.2498170593,10754.8380434097,10004.901645177,
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,770.1262421069,706.2668338746,685.582994272,597.2220794594,628.6134085902,693.831273086,824.0166620833,758.5669867335,772.2117759979,765.4958794093,799.0858219132,796.1610061616,1309.9315494702,1321.5113681514,1459.1009286705,1657.9007723778,1557.8857734203,1489.6221559872,1540.653729526,1555.4651908599,1631.3246434326,1907.048404568,2350.862872129,2587.5240001587,2793.5431199908,3130.3525975232,3375.8216396604,3173.5422403592,3530.5739943532,4065.9559198279,4257.3057285415,4179.5976810365,4172.2171003766,3938.5488457032,
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.134868911,471.7410828503,488.0066833519,384.874189826,284.7898668266,278.9694561077,365.3790812614,418.2947354154,375.831503386,441.5692833565,541.5129914852,538.2873197975,567.8219633116,607.9158042676,696.0549606969,817.0824166535,904.6056000553,1181.2151760728,1361.7172085227,1239.8371188665,1310.0538392954,1282.3988318722,1289.0340776367,1408.1461926049,,,
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,423.2637490272,431.3454751215,447.9928193957,484.516324429,519.3995081892,554.779128298,591.8003044907,646.2628945537,684.310310299,754.899087415,810.7503055716,874.4701881633,897.3870346426,1202.3974927049,1476.9732131867,1494.1741700752,1403.8961960787,1526.7466152964,1719.8269355609,2076.3397774712,2920.9092397251,3073.2630038122,2764.1848554263,2893.7936372696,2791.9497998164,2142.1147011379,2475.1024700804,3158.6677134189,3398.6190673813,3621.4975796429,3182.23967026,3345.8276262003,3557.1286845511,3584.0993416059,3650.4861142977,3973.9323828142,3690.1784790516,3728.3339918608,3288.2037652564,3183.149769062,3099.131613696,2705.7802044796,2540.9712219663,3807.1157455868,4901.1213164889,5453.1928140365,5668.3867709078,6161.2179513061,5817.2783902995,5916.254357381,7392.8687522743,8081.4171753248,7590.0284383506,6881.794742186,6472.1010273462,5691.686769628,
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.0962975401,217.7477195543,272.3202897407,143.1361591331,133.8679370816,132.9193074235,136.6985469929,136.1663962667,100.693243188,397.2648710024,150.4213804933,171.2340121421,169.9085912872,189.5887134601,213.310458976,246.8028136251,273.4864797051,310.7310243982,286.0481803451,311.2478959884,350.2706542497,390.7066035047,413.6957983748,437.8149311783,456.0527405483,
