Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,889.5232915209,1130.7873309824,1273.0213453606,1185.2157354768,1258.8090157496,1583.4502475188,1496.3822880479,1755.3862058031,1849.8166929033,2051.7761505793,2291.2978331614,2874.4578490224,3078.4349943305,3367.7363866043,3426.5810743609,3562.9873378218,3814.0037480353,3802.1130917306,4002.8816450396,4295.7259782878,4465.6865309074,4975.472098391,4679.3795828227,4656.4611550096,5007.7788469882,5449.3252845718,5723.3447738004,6410.200060883,6896.0866288691,6915.4189939582,6774.1291658105,7043.5069364194,7195.6698328646,7248.2345522038,7319.5237529293,7647.5295028754,7764.3140012969,
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,367.6275666197,379.7263413424,425.1214638502,414.6771792756,448.94597473,472.0097061402,504.1043844119,503.0302078366,528.2577684031,576.8349489236,611.5276323402,665.9475682277,730.5077486473,933.3028124826,1183.3880798092,1212.8574076319,1317.5430165674,1417.5423311662,1571.4372002883,1828.030197668,2120.882615395,2389.3194531896,2188.5895337809,1903.282318832,1838.6320071808,1852.1090783802,1848.1440613529,1906.6861203358,2135.5529573389,2290.385952328,2615.0240504449,3161.0566053204,2928.5884766409,3317.0022762645,3745.2795357133,3927.1300481642,4157.9874785994,4478.9165776087,4441.9555960676,3951.179408218,4301.2960432141,4132.5157349631,3654.1715982984,3714.5699604351,4230.8464485861,5054.5728027508,5851.8061506092,6817.130131992,7831.4316157592,7271.2817240201,8912.091570978,10008.9633752584,9979.5655891689,10114.5174993173,9953.678065378,8370.7112974261,
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,282.1979252803,298.9187083862,321.0880679927,316.3104979025,319.6258877925,320.1949096694,325.9861906675,283.556993869,279.8348940394,257.7411557107,271.5897587038,292.6177881312,302.2607257788,296.3177926225,292.8242268013,324.5589912173,305.3150553802,322.1067562443,351.8011732497,398.6612876179,460.4939176922,524.5518347394,625.5145662454,752.0595949465,733.1619370266,800.6012050275,885.8352965971,912.0026676004,943.0288509512,992.2029131081,954.9219419182,
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.3338311895,288.0812881564,299.1955495671,298.9846483108,255.3207124452,247.1237682584,202.7245748629,227.3100413748,246.583267314,248.1589436264,244.2805105918,238.1476587555,267.5357088432,235.0755802646,247.0112516824,263.9061295369,292.6556932303,328.8983616936,355.0435791462,412.0623096858,483.0093121494,493.2207214961,519.2999150389,569.2740501527,594.8668865699,625.8677058564,654.3131111895,615.5609097823,
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,4236.7798727486,4827.8464081379,5639.8812511413,7354.3508610612,8439.8044268714,10513.7217889362,11388.83795473,12415.8533613542,17502.3862503526,19773.3762199587,20669.4985029427,19512.9032892283,19691.3615647138,19576.4983686398,18609.386525104,19409.1350546087,28316.6060016968,37873.636868933,41356.9353535852,39429.1075942046,49452.387381395,50982.8121223824,55288.5010561343,55916.7681007456,64157.0528752034,78763.8151187882,79931.4646605926,72181.1002675804,76635.6144207376,81116.3992689044,74631.6505530152,74021.9397788888,79088.6272944492,89553.9060681562,99926.9365615594,104995.985501061,113830.0285523,129870.185681614,142254.691640412,125107.671089987,140101.967275142,157092.969386695,149160.758132157,,,,
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,142.4690733205,142.0463936952,137.3318374606,117.2436466554,120.1272951628,152.1246262747,153.1139599821,158.8878937517,150.2121862754,160.4265604381,183.5121134917,186.7067454955,198.5799197892,219.6642731648,269.0896165436,280.9201352628,261.8152553264,294.3989085399,192.6133795985,232.4911161029,272.9112293739,297.4233283387,315.8959338115,336.9133126128,387.8248631693,377.6426613617,398.2596881106,408.9703849419,420.5611752705,414.8962462902,470.3449568591,520.071800623,553.6984498896,583.183643714,654.176206388,719.0039863218,763.6179120482,823.6595472198,853.4429201057,843.1453634483,875.4121779671,837.6990786595,873.1472436287,989.4547732126,1074.6619826961,1259.8075907972,1448.7610104811,1644.8163723216,2054.4891915896,2106.787092279,2819.6513092423,3221.1515193161,3350.6854231987,3610.1951742354,3852.8807604116,3926.1743958945,
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,98.1485681294,102.2879247088,102.8265313731,111.8589994954,123.5695839712,129.7753627884,114.5368989361,119.4424250561,125.2161752519,136.4765949562,146.7214446096,149.1841455515,154.8062784552,180.5577176987,226.1215850818,244.8887117122,259.2549604197,290.0982061299,318.3260355016,353.0911327006,429.6727423613,443.2628314387,434.9654623106,415.4007798008,402.8125753236,413.4903864398,419.323674859,451.1950194279,462.7222957312,459.7039444402,481.9523243644,454.1707124713,467.5936607826,458.5475043575,489.2890808043,538.8415958319,579.816945494,587.8189052156,522.0397218444,557.3567939102,578.283578203,574.9150271547,605.9372434387,682.4562025908,766.9052716023,866.7573750578,1010.2984523766,1222.758904692,1339.5514542779,1355.8529667385,1692.3631525232,1855.04906336,1912.0886846731,1959.744608323,2032.5139154735,1988.226647847,
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,140.5389997748,133.8467665892,137.0565342004,142.9505596945,157.5802994646,169.8566499947,171.3179126837,172.4627477495,178.0784380024,194.0789880096,207.7073353096,218.5399568453,238.727945161,295.2219225531,369.3990211312,400.1306509724,425.0958171548,468.6559320228,499.1081704992,582.3650226751,668.3579519645,705.5934490184,686.4288787718,661.3165844877,658.2248692471,680.2576969497,696.4576951109,702.1907662241,745.3810232013,776.8450153127,857.5440879592,899.9014090678,873.8775418312,913.5767932903,974.3782941259,1070.7030806806,1148.8265850646,1196.1094546355,1140.2847459548,1097.0778337104,1180.2032099679,1175.0277072062,1181.2644701975,1316.2248201101,1539.7942292777,1809.506029639,2121.0103052747,2596.9866495904,3075.2355225386,2962.3719013967,3573.1338313044,4154.1077060832,4359.4010671734,4552.8593347364,4628.4826581281,4309.6512807525,
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,40.6140721693,41.2111542636,47.4642115598,52.3620839489,56.7345636854,58.8040113774,59.5741529402,61.032465183,62.0109934861,65.229070339,66.591708544,72.5964504921,75.250871097,110.3623991228,134.3860673728,130.1556134513,125.3456939547,159.9119050965,214.766470393,227.7027739526,330.0905508681,323.8531940831,237.945708097,252.658024014,210.6654919951,168.7345479229,194.3619926868,242.9555189437,278.2205457,287.5551418995,340.889869127,373.9610731261,433.970334489,426.1151116088,437.675056138,489.8373656793,458.6029245905,477.2222977684,449.8274486216,435.7061755568,415.500118698,377.4535887102,348.319866858,510.4162979029,645.4959592172,710.5209821,736.3911943572,816.8495856985,826.8315401961,859.8280658839,1087.9827703447,1241.205706234,1158.804222055,1064.8283223839,1034.1852875122,,
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,154.9390173697,142.7875041175,147.8547628137,156.1437438463,168.5972992443,184.2973306887,199.6389345559,197.0155814184,196.7349123026,214.6255504088,238.3752045832,259.2708904894,290.8989650204,362.1802804861,418.4472893834,452.1304381021,485.6155682214,555.4840104825,572.1206589554,673.4109305959,752.7088201821,786.7187705381,793.8158117876,723.7132012916,751.6499324018,791.0971255388,829.1214717129,860.6996081245,933.6721645107,1042.6480391751,1093.1016419622,1187.5045031635,1095.3827764333,1123.471366668,1272.7209002191,1546.3833142855,1679.2252688947,1741.0611252766,1661.1132807699,1521.1673054008,1660.9285482219,1703.3783865995,1791.1791382826,2029.2629177444,2421.1105079615,2901.1100139266,3478.53603998,4355.1957870965,5380.0792469492,5162.3897590636,6159.5172799662,7463.3756273074,7917.5982076411,8470.6876488047,8720.0387318846,8065.1725011029,
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168.7960990121,2328.1538078313,2830.7375333809,3166.8956481412,3113.5464279562,3297.3547008411,3530.1473373189,4146.9879278393,5505.5356688311,6706.9669984393,7863.1620086517,9240.6425479744,12297.9153480396,14961.5681759187,11837.3910271086,11988.757967609,14367.2093249849,14342.5234770018,15694.0962942719,16489.7289835331,14172.2210702975,
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,2242.0158166161,2222.3663663628,2311.7988489362,2441.0385553001,2755.6331165328,2780.0927188658,2900.4332184398,2909.6606293686,3175.3673688269,3658.9006829689,4493.8905084342,4637.5151745193,5736.7457088547,7786.575021576,9375.333322366,9097.8139153778,9923.1698532314,10964.1871387157,13628.3506812712,15897.1766716271,17284.4218694357,14467.6733449037,13164.7344367859,12937.9028968138,12679.5515806316,13050.7562209923,18976.9403370805,23466.1537402283,26368.5751168828,27831.027762412,34990.4635916012,37376.3052300779,41374.0645800025,41892.5243350516,45935.2265794382,53357.8404755291,52396.5940083154,46552.403153968,48055.6820491151,51903.9296812931,48992.3114708881,47680.381715447,52240.8981265786,64669.9397202278,74970.9215792235,79494.2062680935,88680.2380283837,104841.443619716,112851.460090742,101221.810003471,103267.276511115,113239.56097199,105447.093240743,113726.638978771,116612.884151875,101449.968168042,
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327.9302676852,2428.2288269184,2681.1175434639,2976.0497617938,3150.0506268627,3351.4690577968,3571.5470051351,4128.6381362996,5128.9718203332,6344.9806643559,7550.142186881,9651.703039569,14019.3785768051,16323.7652773541,12207.587067267,11319.517002394,13781.2097866151,13775.2615846281,15015.8346769086,15692.1915611781,13664.9414278021,
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,3915.5710670304,3741.9321954359,4169.2288037425,4125.5302474514,4450.0632801469,5537.6005765865,6212.5624374852,7113.4650941322,8312.1756735294,9377.7395718319,12126.0506618093,13713.3058537843,14979.0412641778,16465.0263708925,16357.4003046856,16199.1352847205,14771.4950504561,13907.5045751927,14127.5666726526,15547.6819236569,16485.9364221788,18180.6390209133,23083.4001641707,25829.9909971361,30829.265352832,37200.1089835966,41235.0275951692,41187.7920414883,52604.3271347173,67150.2767545254,77145.0395041344,90746.10886213,96074.8369597196,78585.8770573122,
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,164.8011137545,158.8932989254,181.1009221854,196.3850920351,201.0550730921,206.1853151341,196.0238669905,202.5218470898,212.3654646897,231.6672084447,245.4834835809,264.5784324736,301.7792157785,363.606263166,437.674004535,501.1176610819,522.3639500981,588.0745218398,687.5292090251,806.4213124379,1074.4703004335,858.2774883749,833.0228795371,746.9646974536,665.627618797,658.1314694401,836.2444789465,916.1914871438,1060.8857457886,1065.3934295629,1199.1900052649,1259.4765612533,1291.7408811976,1192.1798115377,1318.9965715105,1423.6736657565,1551.5826411368,1388.1003967095,1463.3028790618,1439.5343618358,1328.1729629234,1334.1158657568,1413.2381554769,1724.5250790682,1955.1419307888,2023.2529965223,2204.2583511589,2510.9839592147,2905.9526796474,2883.8506774115,2857.6734140278,3066.5031577577,2931.4001995337,3153.7720187263,3190.3104441402,2871.513588282,
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,12479.7252607401,13812.1359060263,16732.9258788308,21421.9646120756,22707.4560380278,28249.7914457976,28813.1308308869,31432.8694404664,38355.2762166492,45845.1098277337,51526.6206408108,44364.6613479079,41377.8664366944,38883.613816459,36379.1455513374,37552.055643001,52162.2689423643,63049.6621501098,68427.206617505,68574.2452564678,84289.5595438943,83727.0488033757,91651.0499568933,85421.7258336278,89415.8281214554,101963.222110443,101315.707697008,90909.1028670077,93110.9810218226,91398.311296276,82537.4464694446,82542.3644408713,89009.2202332333,108889.217254337,123289.494120823,126599.403276628,135629.605720617,170472.284881312,193648.132212747,152877.365748281,145221.191568424,163351.646685562,,,,,
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.093095246,832.4334053276,626.1293330662,640.8298792685,461.2009904098,476.9873794853,462.1720075975,528.1777629862,448.8413622198,321.0267964814,354.0012789752,407.7302431871,458.6778168363,548.2896866905,720.9409320721,831.2052862106,950.6482043627,1230.4346847203,1695.9728111438,1525.5261188276,1631.5358317953,1970.5713725334,2046.5367866511,2243.979662444,2244.7637624833,1843.2428018214,
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,131.9930877898,133.8462235022,138.1154366679,138.4002536676,142.6533295891,144.4846299234,152.1215708674,157.5089597699,165.5252096619,165.0493940802,169.0706629412,177.4327179993,192.9684658607,231.1202431975,260.5214115142,301.3625216973,279.7364537916,293.7065637234,322.8669435801,407.0972002239,462.1428579521,400.1637011631,382.4222398574,371.1104101697,302.5923393989,286.3297622701,317.4368739105,242.8775091764,224.5414737969,222.93055322,266.8922555689,222.9855792046,246.6148460878,266.5990563414,228.3049758815,234.8927801347,287.7714084755,247.4504540765,252.7817806614,243.5667860352,246.2826349005,278.9874569873,262.7418133424,317.4220231481,245.6704573167,275.5158270961,292.9908930587,379.0672519752,472.3791007953,417.1783091928,414.1427872187,456.3293071343,444.9584937502,462.9739991372,467.1303342708,411.8160557136,
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,268.2779858666,273.334332029,282.2062968756,328.0973756314,598.8250617907,670.8217291255,722.9464492702,695.7041080534,803.5498797129,875.2379243423,986.6468130073,1076.9528312023,1217.3220451366,1331.9282741147,1452.5893187301,1564.6625685108,1719.0165189024,1925.0894029505,1992.9756369781,2104.4276914674,2182.9970114847,3028.3430421255,3066.8826546717,3432.2478412829,3853.3334084535,3488.4937694704,4428.5228978979,5002.8622851003,5850.2033192334,6017.5838541667,6330.7949804155,6497.5504427467,6529.9780701921,7112.4682198782,7640.6471532801,7681.0757673372,
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,243.425343228,264.2167398955,286.7023560521,326.75567799,387.3684773988,508.2816651349,900.9913010613,962.2019025439,1167.1212052112,1312.3657782336,1354.2401166134,1716.2213064317,2156.6924810438,2157.9586139781,2076.0111329507,2038.8690460806,2002.0995110798,1966.3258724192,1946.0715776272,1747.5342415481,1683.7219427546,1689.5028527193,2136.3239057525,2085.8586439621,2233.3815630351,2198.2683070419,2239.0481728306,2483.3139557661,2754.4983413894,2799.9320409001,2667.3169955989,2802.0325079399,3064.5043943935,3017.6388671787,2950.5107252028,3261.9534847175,3720.4895037171,4394.4853830334,5038.6901378907,5850.2670844421,7151.9140376514,6241.5716583545,7116.0320308611,8359.3083048102,8872.0912343273,8768.3449236462,8470.1600590163,7342.2614178523,
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,342.0161873422,359.2909945097,374.4454301554,403.8241804132,463.8963313751,489.202771812,528.944277106,559.9119199203,600.5618041978,644.8579500823,683.1022061849,729.7321292724,814.3117797012,964.8753531832,1218.0731085002,1445.7124104578,1421.6511080031,1271.8171180305,1552.6921351833,1987.6383240985,2803.3188414344,3524.7415848008,2394.5644216739,2008.0956508183,2319.4579595917,2385.7577824395,1639.7404098694,1740.8690134888,2227.405172532,2657.6004279976,3068.702424242,3600.0451853224,4080.4521751764,5544.9324622148,5690.6747131306,3640.8334188728,4131.8057059322,4907.3331516863,5038.6297747096,5722.1221385731,6649.7165342157,6952.2890393048,7023.7872759469,6673.1669738041,7115.1217687272,7893.9682337565,8666.3353533106,9222.8839905821,9578.5705620704,7661.2084045474,8861.493719991,9730.277761437,9720.5616741291,10197.4445635608,10350.814693018,9009.2611626629,
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,972.5662329519,1047.519049619,1196.4178249033,1234.555746985,1144.6496582668,1392.6572643833,1494.3295055519,1604.2484624288,1589.0249492502,1659.11205074,1701.8419587055,1844.0524887611,1987.1533605051,2136.7617691836,2356.5268522148,2156.8963169057,2056.0014959475,2093.5647315685,2073.4866951993,2126.8328715439,2206.6561156159,2391.3474033358,2434.7613057987,2517.6933890156,2645.9814053556,2758.382925515,2878.4648771944,2925.9004827352,2907.6314679531,3124.3434477546,3290.0291851617,3502.2607042871,3602.8539441022,3529.7483033974,,
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,145.7120893306,138.5067868331,141.8711993105,147.979370048,163.4253063783,176.0546877816,177.2885629189,178.3891577358,184.5225973642,201.4223780789,215.6709594408,226.9265567645,247.9895178523,307.4044626156,385.5254834734,417.0423330556,443.8726231053,489.7399080863,521.5139279527,609.0550476872,700.1362745625,740.5922589713,719.9848372416,694.0338802463,691.7280672061,715.0748370833,731.0053406694,736.8343808335,782.7999490393,817.8546529205,904.339801154,950.4920064721,926.1624464851,970.4118270236,1040.2981214036,1143.7258015153,1227.955150277,1280.1659555308,1220.8214697148,1175.3335324009,1264.6495928699,1262.8632404958,1270.0157883808,1417.6266937427,1661.6825775698,1956.3201257508,2298.5298459607,2819.8448776678,3343.7746297009,3222.3306190806,3899.358592614,4543.010143888,4774.3709167644,4992.7387054084,5080.7848149669,4736.7095874374,
"Macedonia, FYR",MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.1403356974,2360.9977670935,1171.7652373663,1297.8593793467,1728.5199397046,2277.5915702215,2258.159241723,1896.7281723468,1799.7013986016,1837.2302082466,1875.1271315924,1835.014520759,1980.752877669,2431.83677608,2787.773056349,3063.5954258157,3351.3025901849,4063.7459398208,4821.5405747127,4566.3413322114,4561.1775464492,5079.9620789636,4709.5116277774,5219.5356810185,5453.2812751277,4852.6578474444,
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,48.2798665276,59.4675393432,57.9918157306,60.4756622313,71.1546802834,79.1574664202,90.1001285079,84.5976204463,128.1510712992,142.375939214,156.3994803702,178.979316724,229.333568549,248.1890210604,212.7451748092,180.5623382097,172.0631739595,160.2763957679,177.7598856892,232.7601708017,258.959976379,264.8406400439,262.1523171545,316.1858565443,314.1085156967,318.3700932,308.6345744335,221.8599160097,280.7307871859,280.8210862863,265.2542972147,279.5986936639,320.3511093568,267.4164347514,304.6129887365,331.805201995,389.0773607222,436.4358059114,484.8106142995,518.3944292052,592.0169224551,685.5477913042,692.8426782577,704.0646208867,829.8492312767,772.2499216732,798.3184807697,842.1143372377,744.3461060775,
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,828.4448343371,874.0611461091,975.7208629938,1143.6666760871,1245.3184208318,1560.1050965826,1726.559134525,2037.8647666016,2558.7354342813,3195.5123956826,3948.2671648639,3898.3699967233,3787.9175142046,3526.9153612875,3332.8210243692,3322.308159396,4194.53362238,5083.8010817703,5814.449841601,6040.8394672582,7192.394285355,7688.0275070728,8365.013099521,7428.4756012887,8149.4163242973,9717.5019381883,9852.3100107592,9683.1454079747,10091.2797969916,10301.4232851886,10377.0373182486,9967.7904065929,10849.7502791421,12844.5879877177,14064.2295970135,14834.4323706421,15705.3402150582,18356.968284457,20895.7805043413,19636.0062766561,19694.0831567142,22347.708423805,21176.3099827802,22776.1946886632,,,
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.4838639394,1106.9915760648,1203.8447211036,1203.5053865595,
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.2977537614,1207.0492902213,1348.2895104736,1532.081079842,1542.5845256021,1535.7549869741,1593.9112043714,1621.8647043299,1648.904541574,1573.346231512,1744.9839518203,1964.7677579084,2277.6548602762,2600.07747111,3160.3231188806,3838.847181528,3629.1858175996,4106.1085255696,4663.1466260813,4968.2583759393,4738.0619256249,4378.6108303571,,
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.0428933387,1909.6354349023,2106.3390131291,2789.0815815388,3380.1995346968,3674.5265295146,4383.595097082,5957.1456931201,7325.7034740518,6698.079438624,6682.2811577458,7318.7446902672,6586.7212793222,7186.8114549817,7378.0444044103,6415.0340835141,
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,1332.637487965,1435.7670965977,1495.016568717,1121.6659620851,1137.6879860137,1465.4469193698,1485.538164945,1533.4435715986,1670.6944305621,1172.4430658221,1072.6348679465,587.3003521496,339.5194007341,405.9719883099,631.9151609594,580.9100758004,505.6031387001,477.3501300451,445.0063898698,474.2129565711,524.0247660076,571.5383906056,646.1191681137,797.9051521446,998.8222993774,1334.4057115741,1633.384335055,2138.3767404814,1717.0731367761,2650.3468848743,3772.931547391,4377.2388700925,4400.6145146035,4201.7377108933,3973.4398336229,
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,295.4212352207,288.8452246734,288.9309671214,253.6076186335,260.077454583,340.2459027207,398.5809208732,179.1030168559,159.5053317777,175.5510595605,187.86381728,237.8860719541,161.3051155749,162.0765428632,160.1679279322,158.4693492229,214.7273267376,250.5363079972,281.4076755083,298.3297188866,274.6562556261,253.6631645882,260.0436726088,280.8725682763,332.8829119532,365.5968499197,382.3779583218,418.9129863554,499.8870858182,461.4252186979,417.5012315332,524.8914529413,564.8124630943,605.2344447224,622.6380644377,525.0081551164,
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,107.9147752675,121.9694020857,122.2525392247,121.5765542118,157.6112047222,174.0959132968,176.479287022,181.7205203922,194.4425119559,178.9256442234,182.2149846713,191.9371187883,217.5932211425,266.1680442059,321.340883344,358.1855732357,383.4400368084,384.0773827536,375.8115098134,432.0268396793,462.191763962,473.8387111728,461.8665222301,471.7738563953,422.9721744367,386.672299087,442.1954532436,487.7463354988,499.6125263415,498.5242299057,503.8387137218,693.8203377194,684.2155898361,567.5889709525,580.5384571059,606.3913116635,600.1377127471,566.1714107357,538.9589653772,534.5120053924,477.1129880643,463.2714184953,459.1255458589,525.4587743116,598.2105478701,692.5759653987,937.9827017149,1008.5547052373,1180.5495140793,1045.7904085227,1207.8274575037,1402.6691286039,1385.0046817782,1457.836387254,1370.9852124851,,
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,779.9042138657,897.6692815742,1092.2721751067,1280.3907542885,1176.4993296892,1170.047965115,1091.0946962891,1093.0090793409,1032.3102374449,1058.9059777583,1428.5373411982,1822.9756049951,2054.6399241798,2084.262361017,2506.184932713,2669.3262792485,2973.2053854182,2973.7936083468,3197.3369577288,3599.5517513663,3899.442434521,3646.637841694,3593.2415690931,3651.2310783813,3861.0385430193,3792.1875768601,3957.5129057148,4623.3517843112,5229.8735684377,5116.0396422591,5455.0656303796,6285.7890498112,7749.3184383752,7082.2957001442,7772.1000565275,8984.6297685987,9113.64064294,9479.8695901545,10002.8704750471,9116.8277151945,
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,45.0339773199,47.1834134864,48.3875958016,49.2804860512,49.1343232288,56.5356676815,62.6243246911,63.3064192433,56.0921860187,59.2714269854,63.1052534182,77.2707315143,83.5638299169,88.9162658837,106.7115471213,115.8545607028,122.8834165376,143.2651272304,163.4157961245,176.7765980771,200.8140327166,195.6092415007,182.0129773364,183.6825065553,175.2660642105,157.0090619671,155.3958906245,145.9053705975,160.0664762908,175.2657591487,199.8920811562,229.4346494731,185.8457705723,213.5208354447,121.5144013218,142.2661985428,227.9496562369,259.5642988529,165.7193407113,163.1898021987,155.764358225,149.3672431695,296.5202605295,265.4293545143,280.177358673,286.7851511285,304.9041640207,328.4051886978,382.6780362035,432.0680765848,471.2077524344,525.6517392909,383.9694597547,340.8794204924,362.247486595,381.3705361973,
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,234.8024573343,225.6211257968,229.7727632036,278.9226680245,287.9594280678,308.9241864049,319.3296396591,315.3629329874,320.9725430111,344.4015617501,354.2305145809,379.5663352023,440.0727010991,652.6226609753,789.6332560613,755.2766324551,877.0181368489,1019.2126053889,1240.0507788271,1570.8672698119,1770.1674474823,1763.3563261155,1843.0394305037,2033.0164695465,2213.7017125801,1979.1605986769,1709.7128522254,1926.6439128702,2050.4485320493,2193.9586664866,2417.4369020498,2626.5749754076,3080.8686153878,3395.5259469214,3685.9351383642,4280.0165718905,4743.6884869733,4585.6910349637,3227.8084180792,3456.5003954359,4004.5571912748,3878.7714093459,4132.6677407283,4431.2394550148,4924.5858520004,5564.1732305015,6194.6719054165,7240.6819666796,8486.5993327354,7312.0083136334,9069.041756995,10427.7560500121,10834.6590783671,10973.6559383179,11307.064952828,9766.165752005,
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2942.6288699441,2990.7662806599,3153.8860500384,3281.3512353516,3478.0858610805,3727.1401651028,4040.8790099139,4227.7618637387,4575.1481101462,4906.8525075716,5140.4904594531,5525.1429649471,6017.6949521543,6657.8144444151,7222.9827491673,7787.7485726907,8627.8781935299,9414.6635273723,10441.6087730549,11531.2592063599,12454.5951188154,13827.1183286799,14242.8086069184,15347.1415253208,16809.365087602,17855.7072356895,18651.9189708137,19720.6856895874,21224.3456904584,22694.9680473978,23696.3712717686,24131.30752105,25021.2625580602,25822.0803876124,26988.8344390296,27968.7292095918,29189.8461901225,30604.9865877247,31761.2416063396,33397.9809096259,35242.0641955061,35942.4362729718,36794.8536066037,38550.0798996021,40948.2341842791,43514.0819225872,45849.0408211219,47723.7274691787,48232.3100078821,46394.3848463695,48289.7175885726,50016.9594400288,51545.1626411841,52627.009744268,53982.3316529783,54580.0476580259,
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,2404.1007479779,2184.003160346,2013.7615046195,2133.694745109,1763.0570128217,1405.7859835531,1520.5691403162,1852.5040648504,1922.410315293,1871.7933209703,1981.25191624,2054.86339616,2278.0946801787,2063.8135150694,2264.6547421447,2383.2939424579,2313.5093030256,2333.573585313,2114.1971084664,2056.1639609711,2059.4090146716,1836.7553207403,1716.8958828421,2489.8939462246,3298.9016504906,3582.2598203477,3884.6468337472,4195.9363933353,4011.3011688847,4123.9399972969,5143.1306757925,5539.6151596693,5679.8291286802,5420.8116903278,5342.9444603987,4695.7651497712,
